"id";"articleID";"ordernumber";"suppliernumber";"kind";"additionaltext";"sales";"active";"instock";"stockmin";"laststock";"weight";"position";"width";"height";"length";"ean";"unitID";"purchasesteps";"maxpurchase";"minpurchase";"purchaseunit";"referenceunit";"packunit";"releasedate";"shippingfree";"shippingtime";"purchaseprice"
"1";"1";"GH82-14985A";NULL;"1";NULL;"0";"1";"2";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"2";"2";"GH82-13638D";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"3";"3";"LB-IP5GW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"4";"4";"GH82-11346E";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"5";"5";"GH82-11020B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"6";"6";"GH82-13962B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"7";"7";"A-IP5C";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"8";"8";"02351RWF";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"9";"9";"02351QXU";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"10";"10";"02351DMR/02351VBT";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"11";"11";"GH82-13636B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"12";"12";"GH82-20838A";NULL;"1";NULL;"0";"1";"1";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"13";"13";"GH82-15875A";NULL;"1";NULL;"0";"1";"2";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"14";"14";"HB-IP5SW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"15";"15";"02351DNG/02351DLU";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"16";"16";"02351FSC";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"17";"17";"02351FXC";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"18";"18";"GH97-18414A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"19";"19";"SA-IPSE";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"20";"20";"VM-IP5S";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"21";"21";"LB-IP5SB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"22";"22";"VM-IP5G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"23";"23";"02351FRY";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"24";"24";"GH97-17787C";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"25";"25";"GH82-13636A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"26";"26";"GH82-20818F";NULL;"1";NULL;"0";"1";"1";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"27";"27";"02351FSN";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"28";"28";"GH82-11346C";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"29";"29";"GH82-11384D";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"30";"30";"GH82-11094A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"31";"31";"GH82-11094B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"32";"32";"A-IPT6";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"33";"33";"02351FXD/02351FWX";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"34";"34";"LB-IP6PG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"35";"35";"02351GVN";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"36";"36";"02352GDC";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"37";"37";"LB-IP6PW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"38";"38";"02351QPC";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"39";"39";"02351VGH";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"40";"40";"02351RWA";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"41";"41";"02351RWG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"42";"42";"02351BNB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"43";"43";"02351TEF";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"44";"44";"02351TEE";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"45";"45";"02352LNV";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"46";"46";"02352LNU";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"47";"47";"KPW-IP7G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"48";"48";"LB-IP6SB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"49";"49";"KL-IP6SW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"50";"50";"LB-IP7GW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"51";"51";"GH82-18826A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"52";"52";"IP7GFW";NULL;"1";NULL;"0";"1";"31";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"53";"53";"BA-IP8P";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"54";"54";"LB-IP8GG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"55";"55";"02351SNQ";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"56";"56";"02352LNW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"57";"57";"GH97-16147A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"58";"58";"GH97-19733D";NULL;"1";NULL;"0";"1";"1";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"59";"59";"HB-IP7PW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"60";"60";"GH97-20736C";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"61";"61";"GH97-20738A";NULL;"1";NULL;"0";"1";"1";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"62";"62";"GH82-15660E";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"63";"63";"02350TRB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"64";"64";"02352FRD";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"65";"65";"GH97-18533B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"66";"66";"GH97-18523B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"67";"67";"GH97-17819A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"68";"68";"GH97-21691B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"69";"69";"GH97-18523C";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"70";"70";"GH97-15959D";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"71";"71";"ST-IPXSMG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"72";"72";"LB-IP8GW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"73";"73";"GH82-18849A";NULL;"1";NULL;"0";"1";"5";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"74";"74";"LB-IPXB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"75";"75";"GH97-18414B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"76";"76";"GH82-20838B";NULL;"1";NULL;"0";"1";"1";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"77";"77";"GH97-18533D";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"78";"78";"GH97-17667A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"79";"79";"SS-IP5G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"80";"80";"GH97-18224A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"81";"81";"GH97-18224C";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"82";"82";"GH97-17819B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"83";"83";"SS-IP6G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"84";"84";"GH97-21696A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"85";"85";"MC-IP7P";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"86";"86";"GH97-18792C";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"87";"87";"L-IP7G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"88";"88";"MC-IP6SP";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"89";"89";"GH97-18931C";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"90";"90";"GH97-18931B";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"91";"91";"GH97-21691E";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"92";"92";"HBB-IPSE";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"93";"93";"ST-IP8PS";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"94";"94";"HBB-IP7G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"95";"95";"ST-IP6GPS";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"96";"96";"SA-IP5S";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"97";"97";"HB-IP5SB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"98";"98";"MC-IPXR";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"99";"99";"ST-IP8PG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"100";"100";"PLF-IP5G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"101";"101";"ST-IPXRB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"102";"102";"ST-IPSEG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"103";"103";"ST-IPXRY";;"1";;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;;NULL;"0";"0";"0"
"104";"104";"ST-IPXRW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"105";"105";"ST-IPXSG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"106";"106";"ST-IPXRR";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"107";"107";"ST-IPXSMW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"108";"108";"ST-IP7PRG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"109";"109";"ST-IP7PG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"110";"110";"HS-IP8P";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"111";"111";"BA-IP6S";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"112";"112";"IP6GCFW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"113";"113";"GH97-18855A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"114";"114";"GH82-15875G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"115";"115";"GH82-16423A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"116";"116";"GH82-16431A";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"117";"117";"HBB-IP8P";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"118";"118";"ST-IP8GS";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"119";"119";"ST-IP8GG";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"120";"120";"ST-IP8GB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"121";"121";"ST-IPXSMB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"122";"122";"IP6SOB";NULL;"1";NULL;"0";"1";"34";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"123";"123";"BA-IP6G";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"124";"124";"IP5CRNw";NULL;"1";NULL;"0";"0";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"125";"125";"IP4GOW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"126";"126";"IPAD4TB";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"127";"127";"IPXO";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"128";"128";"A-IPT5";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"129";"129";"IP7PFNLW";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"130";"130";"IP7PCB";NULL;"1";NULL;"0";"1";"5";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
"131";"131";"HM-IP7P";NULL;"1";NULL;"0";"1";"0";"0";"0";"0.000";"0";"0.000";"0.000";"0.000";;"9";NULL;NULL;"1";NULL;NULL;NULL;NULL;"0";"0";"0"
