"113","113","02352DKM",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"114","114","02352DKN",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"115","115","02352DWX",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"116","116","02352NLN",NULL,"1",NULL,"0","1","2","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"117","117","02352NLP",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"118","118","02352EAQ",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"119","119","02352FQM",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"120","120","02352GFX",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"121","121","02352GGC",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"122","122","02352GWN",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"123","123","02352HGU",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"124","124","02352JKP",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"125","125","02352JKQ",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"126","126","02352JKR",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"127","127","02352NLQ",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"128","128","02352PBT",NULL,"1",NULL,"0","1","10","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"129","129","02352FRL",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"130","130","02352GBD",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"131","131","02351BAS",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"132","132","02351CQV",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"133","133","02352BQN",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"134","134","02352BTW",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
"135","135","02352PGH",NULL,"1",NULL,"0","1","0","0","0","0.000","0","0.000","0.000","0.000",,"9",NULL,NULL,"1",NULL,NULL,NULL,NULL,"0","0","0"
